Number_of_bodies:3
Number_of_steps:10000
step timestep(s) energy angular_momentum_magnitude L_x L_y L_z body0_radius body0.x body0.y body0.z body1_radius body1.x body1.y body1.z body2_radius body2.x body2.y body2.z
2402 240.2 1.15367 1.05749e-14 0 0 -1.05749e-14 0.543867 0.306698 -0.449141 0 1.47234 -1.0152 -1.06637 0 1.67294 0.708503 1.51551 0
2403 240.3 1.20627 1.05471e-14 0 0 -1.05471e-14 0.513472 0.249391 -0.44884 0 1.45383 -0.977864 -1.07583 0 1.68976 0.728473 1.52467 0
2404 240.4 1.27099 1.05471e-14 0 0 -1.05471e-14 0.486356 0.188271 -0.448438 0 1.43054 -0.935581 -1.08219 0 1.70332 0.747309 1.53063 0
2405 240.5 1.34914 1.04916e-14 0 0 -1.04916e-14 0.465024 0.123047 -0.448449 0 1.40206 -0.887994 -1.08501 0 1.71366 0.764947 1.53346 0
2406 240.6 1.44153 1.05471e-14 0 0 -1.05471e-14 0.452665 0.0534147 -0.449502 0 1.36793 -0.834737 -1.08372 0 1.72083 0.781322 1.53323 0
2407 240.7 1.54702 1.05471e-14 0 0 -1.05471e-14 0.45281 -0.0208652 -0.452329 0 1.3277 -0.775508 -1.07767 0 1.72485 0.796374 1.53 0
2408 240.8 1.6606 1.04916e-14 0 0 -1.04916e-14 0.468467 -0.099815 -0.45771 0 1.28105 -0.710229 -1.06615 0 1.72578 0.810044 1.52386 0
2409 240.9 1.77286 1.04916e-14 0 0 -1.04916e-14 0.500946 -0.183032 -0.466311 0 1.22804 -0.639248 -1.04854 0 1.72364 0.82228 1.51485 0
2410 241 1.87266 1.04361e-14 0 0 -1.04361e-14 0.549216 -0.269565 -0.478511 0 1.16926 -0.56347 -1.02454 0 1.71846 0.833035 1.50305 0
2411 241.1 1.95127 1.05471e-14 0 0 -1.05471e-14 0.610357 -0.358015 -0.494329 0 1.10584 -0.484253 -0.994178 0 1.71028 0.842268 1.48851 0
2412 241.2 2.00379 1.06026e-14 0 0 -1.06026e-14 0.68065 -0.446755 -0.513511 0 1.03916 -0.403191 -0.957753 0 1.69913 0.849946 1.47126 0
2413 241.3 2.02822 1.04361e-14 0 0 -1.04361e-14 0.75641 -0.53409 -0.535634 0 0.970662 -0.321951 -0.915715 0 1.685 0.856041 1.45135 0
2414 241.4 2.02435 1.04361e-14 0 0 -1.04361e-14 0.834336 -0.618339 -0.560154 0 0.901741 -0.242188 -0.868609 0 1.66789 0.860527 1.42876 0
2415 241.5 1.99358 1.04361e-14 0 0 -1.04361e-14 0.911562 -0.697882 -0.586435 0 0.833647 -0.165497 -0.817054 0 1.64779 0.863379 1.40349 0
2416 241.6 1.93955 1.04361e-14 0 0 -1.04361e-14 0.985646 -0.771236 -0.613753 0 0.767421 -0.0933304 -0.761724 0 1.62463 0.864567 1.37548 0
2417 241.7 1.86935 1.04639e-14 0 0 -1.04639e-14 1.05461 -0.837205 -0.641311 0 0.703845 -0.0268505 -0.703332 0 1.59833 0.864056 1.34464 0
2418 241.8 1.79313 1.04083e-14 0 0 -1.04083e-14 1.11705 -0.895084 -0.668306 0 0.643424 0.0332862 -0.642563 0 1.56878 0.861798 1.31087 0
2419 241.9 1.72131 1.02696e-14 0 0 -1.02696e-14 1.1723 -0.944771 -0.694035 0 0.586455 0.0870398 -0.57996 0 1.53583 0.857732 1.274 0
2420 242 1.66135 1.02696e-14 0 0 -1.02696e-14 1.22022 -0.986635 -0.717969 0 0.533183 0.134862 -0.515845 0 1.49927 0.851773 1.23381 0
2421 242.1 1.61726 1.02418e-14 0 0 -1.02418e-14 1.26104 -1.02127 -0.739761 0 0.484005 0.177454 -0.450301 0 1.45886 0.843813 1.19006 0
2422 242.2 1.59092 1.02418e-14 0 0 -1.02418e-14 1.29514 -1.04929 -0.759194 0 0.439691 0.215587 -0.38321 0 1.41427 0.833708 1.1424 0
2423 242.3 1.58361 1.03251e-14 0 0 -1.03251e-14 1.3229 -1.07129 -0.776135 0 0.401604 0.250025 -0.314282 0 1.3651 0.821269 1.09042 0
2424 242.4 1.59694 1.02696e-14 0 0 -1.02696e-14 1.34466 -1.08776 -0.790502 0 0.371926 0.281511 -0.243064 0 1.31084 0.806249 1.03357 0
2425 242.5 1.63313 1.03251e-14 0 0 -1.03251e-14 1.36075 -1.09911 -0.802237 0 0.353735 0.310786 -0.168938 0 1.25085 0.788324 0.971175 0
2426 242.6 1.69434 1.02141e-14 0 0 -1.02141e-14 1.37141 -1.10569 -0.811297 0 0.350659 0.33861 -0.0911324 0 1.18439 0.76708 0.90243 0
2427 242.7 1.78265 1.02557e-14 0 0 -1.02557e-14 1.37686 -1.10778 -0.817645 0 0.365853 0.365746 -0.0088372 0 1.11072 0.742038 0.826483 0
2428 242.8 1.91054 1.03528e-14 0 0 -1.03528e-14 1.37726 -1.10563 -0.821245 0 0.400579 0.392829 0.0784132 0 1.0295 0.712796 0.742832 0
2429 242.9 2.05878 1.03945e-14 0 0 -1.03945e-14 1.37275 -1.09939 -0.822058 0 0.45328 0.420123 0.170174 0 0.941466 0.679269 0.651883 0
2430 243 2.184 1.0339e-14 0 0 -1.0339e-14 1.3634 -1.08921 -0.820041 0 0.520076 0.447467 0.265052 0 0.848441 0.641747 0.554989 0
2431 243.1 2.2739 1.0339e-14 0 0 -1.0339e-14 1.34923 -1.07516 -0.815145 0 0.59632 0.47447 0.361214 0 0.752915 0.600689 0.453931 0
2432 243.2 2.32656 1.04083e-14 0 0 -1.04083e-14 1.33021 -1.05722 -0.807308 0 0.677675 0.500649 0.456721 0 0.657789 0.556574 0.350588 0
2433 243.3 2.34272 1.04361e-14 0 0 -1.04361e-14 1.30623 -1.03533 -0.796452 0 0.760392 0.525473 0.549612 0 0.566466 0.509857 0.24684 0
2434 243.4 2.32483 1.04361e-14 0 0 -1.04361e-14 1.2771 -1.00931 -0.782477 0 0.841243 0.54837 0.63795 0 0.483067 0.46094 0.144527 0
2435 243.5 2.2793 1.03528e-14 0 0 -1.03528e-14 1.24251 -0.978886 -0.76526 0 0.917445 0.568746 0.719884 0 0.412643 0.41014 0.045376 0
2436 243.6 2.22121 1.03251e-14 0 0 -1.03251e-14 1.20208 -0.943655 -0.744651 0 0.986799 0.586056 0.793921 0 0.360976 0.357598 -0.0492697 0
2437 243.7 2.17282 1.02973e-14 0 0 -1.02973e-14 1.15525 -0.903064 -0.720476 0 1.04815 0.599976 0.859443 0 0.333429 0.303089 -0.138967 0
2438 243.8 2.15217 1.02973e-14 0 0 -1.02973e-14 1.10138 -0.856393 -0.692548 0 1.10149 0.610484 0.916832 0 0.332828 0.245909 -0.224284 0
2439 243.9 2.16521 1.02973e-14 0 0 -1.02973e-14 1.0397 -0.802763 -0.660713 0 1.14742 0.617746 0.966932 0 0.357773 0.185017 -0.306219 0
2440 244 2.20601 1.02973e-14 0 0 -1.02973e-14 0.969558 -0.741268 -0.624952 0 1.18664 0.62196 1.01058 0 0.403665 0.119308 -0.385631 0
2441 244.1 2.25861 1.03528e-14 0 0 -1.03528e-14 0.890842 -0.671359 -0.585557 0 1.21974 0.623298 1.04846 0 0.465394 0.0480612 -0.462906 0
2442 244.2 2.3034 1.03528e-14 0 0 -1.03528e-14 0.804443 -0.593325 -0.543226 0 1.24718 0.621892 1.08107 0 0.538604 -0.028567 -0.537846 0
2443 244.3 2.32646 1.03251e-14 0 0 -1.03251e-14 0.712227 -0.508288 -0.49891 0 1.26927 0.617837 1.10875 0 0.619605 -0.10955 -0.609844 0
2444 244.4 2.32198 1.03806e-14 0 0 -1.03806e-14 0.616685 -0.417797 -0.453593 0 1.28621 0.6112 1.13171 0 0.705162 -0.193403 -0.678122 0
2445 244.5 2.28918 1.02973e-14 0 0 -1.02973e-14 0.520877 -0.323555 -0.408197 0 1.29809 0.602028 1.15004 0 0.792389 -0.278473 -0.741845 0
2446 244.6 2.23041 1.01585e-14 0 0 -1.01585e-14 0.428778 -0.227329 -0.363554 0 1.3049 0.590359 1.16372 0 0.878666 -0.36303 -0.800164 0
2447 244.7 2.15082 1.02141e-14 0 0 -1.02141e-14 0.346087 -0.13091 -0.320373 0 1.30656 0.576234 1.17263 0 0.961591 -0.445324 -0.852259 0
2448 244.8 2.05912 1.0103e-14 0 0 -1.0103e-14 0.28145 -0.0360203 -0.279136 0 1.30293 0.559705 1.17658 0 1.03907 -0.523685 -0.897447 0
2449 244.9 1.96873 1.0103e-14 0 0 -1.0103e-14 0.246276 0.0559704 -0.239831 0 1.29377 0.540851 1.1753 0 1.10964 -0.596821 -0.935465 0
2450 245 1.89404 1.00475e-14 0 0 -1.00475e-14 0.248096 0.14442 -0.201729 0 1.27883 0.519785 1.16843 0 1.1729 -0.664205 -0.966703 0
2451 245.1 1.84322 1.00475e-14 0 0 -1.00475e-14 0.28173 0.229359 -0.163605 0 1.25781 0.496672 1.15559 0 1.22929 -0.72603 -0.991987 0
2452 245.2 1.817 1.01308e-14 0 0 -1.01308e-14 0.334935 0.311076 -0.124148 0 1.23036 0.471736 1.13633 0 1.27957 -0.782812 -1.01218 0
2453 245.3 1.81268 1.0103e-14 0 0 -1.0103e-14 0.398379 0.389815 -0.0821582 0 1.19612 0.445283 1.11015 0 1.32444 -0.835098 -1.02799 0
2454 245.4 1.82669 1.00475e-14 0 0 -1.00475e-14 0.46708 0.465645 -0.036588 0 1.15475 0.417723 1.07655 0 1.3645 -0.883368 -1.03996 0
2455 245.5 1.85507 9.99201e-15 0 0 -9.99201e-15 0.538583 0.538415 0.0134381 0 1.10594 0.389598 1.03504 0 1.40019 -0.928013 -1.04848 0
2456 245.6 1.89312 1.0103e-14 0 0 -1.0103e-14 0.611605 0.607749 0.0685707 0 1.04954 0.361596 0.985284 0 1.43187 -0.969345 -1.05385 0
2457 245.7 1.93498 1.0103e-14 0 0 -1.0103e-14 0.685334 0.673058 0.129137 0 0.985659 0.334545 0.927148 0 1.4598 -1.0076 -1.05629 0
2458 245.8 1.97403 1.01863e-14 0 0 -1.01863e-14 0.759094 0.733611 0.195037 0 0.914781 0.309356 0.860885 0 1.48417 -1.04297 -1.05592 0
2459 245.9 2.00395 1.01585e-14 0 0 -1.01585e-14 0.832188 0.788633 0.265697 0 0.837832 0.28693 0.787168 0 1.50511 -1.07556 -1.05286 0
2460 246 2.01982 1.01585e-14 0 0 -1.01585e-14 0.903844 0.837404 0.34013 0 0.756156 0.268063 0.707046 0 1.52271 -1.10547 -1.04718 0
2461 246.1 2.01857 1.0103e-14 0 0 -1.0103e-14 0.973203 0.879314 0.41705 0 0.671488 0.253396 0.621841 0 1.53699 -1.13271 -1.03889 0
2462 246.2 1.9989 9.99201e-15 0 0 -9.99201e-15 1.03934 0.913895 0.49499 0 0.585971 0.243386 0.533034 0 1.54794 -1.15728 -1.02802 0
2463 246.3 1.96115 1.0103e-14 0 0 -1.0103e-14 1.10128 0.940842 0.5724 0 0.502297 0.238283 0.442181 0 1.55554 -1.17912 -1.01458 0
2464 246.4 1.90742 9.99201e-15 0 0 -9.99201e-15 1.15812 0.960048 0.647733 0 0.423997 0.238103 0.350828 0 1.55971 -1.19815 -0.998561 0
2465 246.5 1.8418 1.0103e-14 0 0 -1.0103e-14 1.20909 0.971658 0.719563 0 0.355892 0.242583 0.260408 0 1.56036 -1.21424 -0.979971 0
2466 246.6 1.77007 1.02141e-14 0 0 -1.02141e-14 1.25368 0.976097 0.786725 0 0.304456 0.251146 0.172103 0 1.55739 -1.22724 -0.958828 0
2467 246.7 1.69846 1.02141e-14 0 0 -1.02141e-14 1.29175 0.974044 0.848439 0 0.276877 0.262943 0.0867284 0 1.5507 -1.23699 -0.935168 0
2468 246.8 1.63206 1.02141e-14 0 0 -1.02141e-14 1.32348 0.966319 0.904331 0 0.277015 0.276975 0.00471212 0 1.54018 -1.24329 -0.909044 0
2469 246.9 1.574 1.0103e-14 0 0 -1.0103e-14 1.34923 0.953746 0.954355 0 0.301409 0.292229 -0.0738223 0 1.52571 -1.24597 -0.880532 0
2470 247 1.52568 1.02141e-14 0 0 -1.02141e-14 1.36946 0.937063 0.998662 0 0.341915 0.307774 -0.148933 0 1.5072 -1.24484 -0.849729 0
2471 247.1 1.48739 1.0103e-14 0 0 -1.0103e-14 1.38459 0.916883 1.03751 0 0.391072 0.322804 -0.220759 0 1.48455 -1.23969 -0.816746 0
2472 247.2 1.45895 1.02141e-14 0 0 -1.02141e-14 1.39502 0.8937 1.07116 0 0.443966 0.336635 -0.289453 0 1.45767 -1.23034 -0.781711 0
2473 247.3 1.43997 1.03251e-14 0 0 -1.03251e-14 1.40109 0.867897 1.09991 0 0.497707 0.348688 -0.355146 0 1.42645 -1.21659 -0.744767 0
2474 247.4 1.4301 1.04361e-14 0 0 -1.04361e-14 1.40306 0.83977 1.124 0 0.550609 0.358471 -0.417934 0 1.39079 -1.19824 -0.706065 0
2475 247.5 1.42901 1.04361e-14 0 0 -1.04361e-14 1.40116 0.809541 1.14364 0 0.601658 0.365562 -0.477867 0 1.3506 -1.1751 -0.665769 0
2476 247.6 1.43648 1.05471e-14 0 0 -1.05471e-14 1.39556 0.777375 1.159 0 0.6502 0.369586 -0.534945 0 1.30574 -1.14696 -0.624055 0
2477 247.7 1.45241 1.06026e-14 0 0 -1.06026e-14 1.38639 0.743387 1.17023 0 0.695786 0.370208 -0.589121 0 1.2561 -1.1136 -0.58111 0
2478 247.8 1.47688 1.06026e-14 0 0 -1.06026e-14 1.37372 0.707652 1.17743 0 0.738074 0.36712 -0.640294 0 1.20152 -1.07477 -0.537138 0
2479 247.9 1.51025 1.06581e-14 0 0 -1.06581e-14 1.35762 0.67021 1.18066 0 0.776778 0.360032 -0.688303 0 1.14185 -1.03024 -0.492359 0
2480 248 1.55324 1.07137e-14 0 0 -1.07137e-14 1.3381 0.631067 1.17994 0 0.811636 0.34867 -0.732927 0 1.0769 -0.979737 -0.447017 0
2481 248.1 1.60694 1.07137e-14 0 0 -1.07137e-14 1.31513 0.590199 1.17525 0 0.842389 0.332778 -0.773872 0 1.00648 -0.922977 -0.401382 0
2482 248.2 1.67289 1.06581e-14 0 0 -1.06581e-14 1.28863 0.547553 1.16652 0 0.868761 0.312116 -0.810759 0 0.930373 -0.859668 -0.355758 0
2483 248.3 1.75284 1.06026e-14 0 0 -1.06026e-14 1.25851 0.503041 1.1536 0 0.890458 0.28648 -0.843116 0 0.848376 -0.78952 -0.310482 0
2484 248.4 1.84845 1.06581e-14 0 0 -1.06581e-14 1.22457 0.456543 1.13628 0 0.907152 0.255726 -0.870362 0 0.760291 -0.71227 -0.265923 0
2485 248.5 1.96078 1.07692e-14 0 0 -1.07692e-14 1.18658 0.407907 1.11427 0 0.918495 0.219812 -0.891805 0 0.665974 -0.627719 -0.222463 0
2486 248.6 2.08971 1.06026e-14 0 0 -1.06026e-14 1.14421 0.356945 1.08711 0 0.924125 0.178856 -0.906652 0 0.565374 -0.535801 -0.180458 0
2487 248.7 2.23353 1.05471e-14 0 0 -1.05471e-14 1.097 0.303449 1.0542 0 0.923699 0.133211 -0.914043 0 0.458602 -0.43666 -0.140157 0
2488 248.8 2.38874 1.05471e-14 0 0 -1.05471e-14 1.04439 0.247224 1.01471 0 0.916927 0.0835227 -0.913115 0 0.345998 -0.330747 -0.101593 0
2489 248.9 2.54942 1.05471e-14 0 0 -1.05471e-14 0.985689 0.188177 0.96756 0 0.903602 0.0307546 -0.903078 0 0.22823 -0.218931 -0.0644813 0
2490 249 2.70598 1.04916e-14 0 0 -1.04916e-14 0.920252 0.126488 0.911518 0 0.8836 -0.0238528 -0.883278 0 0.10645 -0.102636 -0.0282394 0
2491 249.1 2.84566 1.05471e-14 0 0 -1.05471e-14 0.847813 0.0628476 0.84548 0 0.856864 -0.0788721 -0.853226 0 0.0177983 0.0160245 0.00774581 0
2492 249.2 2.95766 1.04916e-14 0 0 -1.04916e-14 0.76887 -0.0014767 0.768868 0 0.823376 -0.132815 -0.812593 0 0.141231 0.134292 0.0437249 0
2493 249.3 3.03896 1.03806e-14 0 0 -1.03806e-14 0.684766 -0.06486 0.681688 0 0.783165 -0.184274 -0.761177 0 0.261508 0.249134 0.0794897 0
2494 249.4 3.0949 1.03806e-14 0 0 -1.03806e-14 0.597598 -0.125621 0.584245 0 0.736348 -0.23205 -0.698828 0 0.375576 0.35767 0.114583 0
2495 249.5 3.13507 1.03251e-14 0 0 -1.03251e-14 0.510493 -0.182211 0.476867 0 0.683216 -0.275234 -0.625324 0 0.480932 0.457445 0.148457 0
2496 249.6 3.16489 1.04361e-14 0 0 -1.04361e-14 0.428902 -0.233359 0.359861 0 0.624548 -0.313198 -0.540341 0 0.575584 0.546557 0.18048 0
2497 249.7 3.17494 1.04916e-14 0 0 -1.04916e-14 0.363543 -0.278209 0.234016 0 0.562579 -0.345551 -0.443949 0 0.65814 0.62376 0.209933 0
2498 249.8 3.14686 1.05471e-14 0 0 -1.05471e-14 0.332316 -0.316432 0.101512 0 0.502458 -0.372121 -0.337625 0 0.727911 0.688553 0.236113 0
2499 249.9 3.0716 1.03806e-14 0 0 -1.03806e-14 0.34995 -0.348252 -0.0344347 0 0.452294 -0.392882 -0.224084 0 0.784928 0.741134 0.258519 0
2500 250 2.94996 1.04916e-14 0 0 -1.04916e-14 0.411339 -0.374292 -0.170603 0 0.421497 -0.407854 -0.106373 0 0.829739 0.782146 0.276976 0
2501 250.1 2.78402 1.03251e-14 0 0 -1.03251e-14 0.498705 -0.395297 -0.304051 0 0.417254 -0.417069 0.0124428 0 0.863118 0.812365 0.291608 0
2502 250.2 2.57658 1.03251e-14 0 0 -1.03251e-14 0.596982 -0.411942 -0.432078 0 0.440015 -0.420576 0.129341 0 0.885853 0.832518 0.302736 0
2503 250.3 2.34027 1.03251e-14 0 0 -1.03251e-14 0.696718 -0.424758 -0.552265 0 0.483127 -0.418449 0.24148 0 0.898658 0.843207 0.310786 0
2504 250.4 2.138 1.03806e-14 0 0 -1.03806e-14 0.792531 -0.434132 -0.663049 0 0.53761 -0.410775 0.346827 0 0.902145 0.844907 0.316223 0
2505 250.5 2.05125 1.03251e-14 0 0 -1.03251e-14 0.88228 -0.440367 -0.764522 0 0.596757 -0.397607 0.445004 0 0.896824 0.837974 0.319519 0
2506 250.6 2.00495 1.03806e-14 0 0 -1.03806e-14 0.965777 -0.443737 -0.857801 0 0.656955 -0.37893 0.536657 0 0.883128 0.822667 0.321144 0
2507 250.7 1.98051 1.03806e-14 0 0 -1.03806e-14 1.04344 -0.444482 -0.944034 0 0.716424 -0.35469 0.622462 0 0.861443 0.799172 0.321572 0
2508 250.8 1.97186 1.03806e-14 0 0 -1.03806e-14 1.11574 -0.442811 -1.02411 0 0.77424 -0.324812 0.702812 0 0.832153 0.767624 0.321299 0
2509 250.9 1.97479 1.04361e-14 0 0 -1.04361e-14 1.1831 -0.438903 -1.09868 0 0.82986 -0.289235 0.777824 0 0.795697 0.728138 0.320856 0
2510 251 1.98602 1.04361e-14 0 0 -1.04361e-14 1.24585 -0.432917 -1.16821 0 0.882907 -0.247929 0.847382 0 0.75265 0.680846 0.320827 0
2511 251.1 2.00258 1.03251e-14 0 0 -1.03251e-14 1.30422 -0.424997 -1.23304 0 0.933079 -0.200949 0.911183 0 0.703846 0.625946 0.321853 0
2512 251.2 2.02129 1.03251e-14 0 0 -1.03251e-14 1.35844 -0.415283 -1.29341 0 0.980098 -0.14848 0.968785 0 0.650546 0.563763 0.324624 0
2513 251.3 2.03856 1.04916e-14 0 0 -1.04916e-14 1.40866 -0.403912 -1.34951 0 1.0237 -0.0909041 1.01966 0 0.59468 0.494816 0.32985 0
2514 251.4 2.05039 1.03806e-14 0 0 -1.03806e-14 1.455 -0.391026 -1.40147 0 1.06365 -0.0288509 1.06326 0 0.539152 0.419876 0.338214 0
2515 251.5 2.05282 1.04361e-14 0 0 -1.04361e-14 1.49758 -0.376769 -1.44941 0 1.09972 0.0367825 1.0991 0 0.488163 0.339987 0.350303 0
2516 251.6 2.04246 1.02141e-14 0 0 -1.02141e-14 1.53649 -0.361297 -1.49341 0 1.13171 0.104858 1.12685 0 0.447359 0.256439 0.366564 0
2517 251.7 2.01695 1.02141e-14 0 0 -1.02141e-14 1.57185 -0.344764 -1.53358 0 1.15945 0.174061 1.14631 0 0.423221 0.170703 0.387267 0
2518 251.8 1.97523 1.03251e-14 0 0 -1.03251e-14 1.60376 -0.327326 -1.57001 0 1.18273 0.242978 1.1575 0 0.421038 0.0843482 0.412503 0
2519 251.9 1.91768 1.03251e-14 0 0 -1.03251e-14 1.63234 -0.309132 -1.6028 0 1.20136 0.31018 1.16062 0 0.442183 -0.00104812 0.442181 0
2520 252 1.84611 1.02141e-14 0 0 -1.02141e-14 1.65771 -0.29032 -1.63209 0 1.21514 0.374305 1.15605 0 0.483391 -0.0839848 0.476039 0
2521 252.1 1.76365 1.01585e-14 0 0 -1.01585e-14 1.67999 -0.27101 -1.65799 0 1.22392 0.434134 1.14434 0 0.538927 -0.163124 0.513646 0
2522 252.2 1.67448 1.03251e-14 0 0 -1.03251e-14 1.69931 -0.251304 -1.68062 0 1.22765 0.488676 1.12619 0 0.603103 -0.237373 0.554426 0
2523 252.3 1.58323 1.03251e-14 0 0 -1.03251e-14 1.71577 -0.231283 -1.70011 0 1.22634 0.537217 1.10241 0 0.671446 -0.305934 0.597699 0
2524 252.4 1.49421 1.04916e-14 0 0 -1.04916e-14 1.7295 -0.21101 -1.71658 0 1.22014 0.579328 1.07383 0 0.740801 -0.368319 0.64275 0
2525 252.5 1.41097 1.03251e-14 0 0 -1.03251e-14 1.74059 -0.190532 -1.73013 0 1.20922 0.614831 1.04125 0 0.809064 -0.424299 0.688879 0
2526 252.6 1.33597 1.03251e-14 0 0 -1.03251e-14 1.74911 -0.169882 -1.74084 0 1.19381 0.643727 1.00538 0 0.874885 -0.473845 0.735455 0
2527 252.7 1.27071 1.03806e-14 0 0 -1.03806e-14 1.75513 -0.149081 -1.74879 0 1.17412 0.666134 0.966869 0 0.937415 -0.517053 0.781923 0
2528 252.8 1.21589 1.02696e-14 0 0 -1.02696e-14 1.75872 -0.128142 -1.75404 0 1.15037 0.68223 0.926233 0 0.996134 -0.554088 0.827811 0
2529 252.9 1.1716 1.02696e-14 0 0 -1.02696e-14 1.7599 -0.107073 -1.75664 0 1.12271 0.692218 0.883921 0 1.05073 -0.585145 0.872717 0
2530 253 1.13756 1.03251e-14 0 0 -1.03251e-14 1.7587 -0.0858727 -1.7566 0 1.0913 0.6963 0.840304 0 1.10101 -0.610427 0.916296 0
2531 253.1 1.11331 1.03251e-14 0 0 -1.03251e-14 1.75513 -0.0645404 -1.75394 0 1.05627 0.694669 0.795697 0 1.14686 -0.630128 0.958245 0
2532 253.2 1.09838 1.04916e-14 0 0 -1.04916e-14 1.74919 -0.0430711 -1.74866 0 1.0177 0.687499 0.750367 0 1.18822 -0.644428 0.998289 0
2533 253.3 1.09243 1.04361e-14 0 0 -1.04361e-14 1.74086 -0.0214588 -1.74072 0 0.975675 0.674947 0.704549 0 1.22503 -0.653488 1.03617 0
2534 253.4 1.0954 1.04361e-14 0 0 -1.04361e-14 1.7301 0.000303186 -1.7301 0 0.930269 0.65715 0.658449 0 1.25725 -0.657453 1.07166 0
2535 253.5 1.10757 1.03806e-14 0 0 -1.03806e-14 1.71689 0.0222206 -1.71674 0 0.881535 0.634228 0.612257 0 1.28484 -0.656449 1.10449 0
2536 253.6 1.12963 1.04361e-14 0 0 -1.04361e-14 1.70114 0.0442976 -1.70056 0 0.829525 0.606291 0.566147 0 1.30773 -0.650589 1.13442 0
2537 253.7 1.16256 1.04916e-14 0 0 -1.04916e-14 1.68279 0.0665353 -1.68147 0 0.774294 0.573439 0.520287 0 1.32587 -0.639975 1.16119 0
2538 253.8 1.20735 1.03251e-14 0 0 -1.03251e-14 1.66173 0.08893 -1.65935 0 0.715905 0.535771 0.474837 0 1.33915 -0.624701 1.18451 0
2539 253.9 1.26458 1.03806e-14 0 0 -1.03806e-14 1.63785 0.111471 -1.63405 0 0.654443 0.493388 0.429959 0 1.34747 -0.604859 1.20409 0
2540 254 1.3341 1.04916e-14 0 0 -1.04916e-14 1.61099 0.134137 -1.6054 0 0.590027 0.446409 0.385812 0 1.35071 -0.580546 1.21959 0
2541 254.1 1.41498 1.04916e-14 0 0 -1.04916e-14 1.581 0.156893 -1.57319 0 0.522832 0.394979 0.342558 0 1.34871 -0.551871 1.23064 0
2542 254.2 1.50575 1.04361e-14 0 0 -1.04361e-14 1.54766 0.179684 -1.53719 0 0.453132 0.339284 0.300358 0 1.3413 -0.518968 1.23684 0
2543 254.3 1.60471 1.04361e-14 0 0 -1.04361e-14 1.51074 0.202428 -1.49712 0 0.381362 0.279575 0.259373 0 1.32828 -0.482003 1.23774 0
2544 254.4 1.71004 1.05471e-14 0 0 -1.05471e-14 1.46997 0.225006 -1.45264 0 0.308269 0.216188 0.219755 0 1.30945 -0.441194 1.23289 0
2545 254.5 1.81983 1.04639e-14 0 0 -1.04639e-14 1.42502 0.247252 -1.40341 0 0.235301 0.149575 0.181642 0 1.28459 -0.396827 1.22177 0
2546 254.6 1.93203 1.045e-14 0 0 -1.045e-14 1.37555 0.268935 -1.349 0 0.165895 0.0803297 0.145149 0 1.2535 -0.349265 1.20385 0
2547 254.7 2.04437 1.05194e-14 0 0 -1.05194e-14 1.32116 0.289748 -1.28899 0 0.110737 0.0092224 0.110353 0 1.21597 -0.298971 1.17864 0
2548 254.8 2.15448 1.04083e-14 0 0 -1.04083e-14 1.26143 0.309289 -1.22293 0 0.0995778 -0.0627855 0.0772898 0 1.17186 -0.246503 1.14564 0
2549 254.9 2.26 1.03806e-14 0 0 -1.03806e-14 1.19593 0.32705 -1.15034 0 0.142164 -0.134533 0.0459504 0 1.12105 -0.192517 1.10439 0
2550 255 2.35895 1.04361e-14 0 0 -1.04361e-14 1.12423 0.342415 -1.07082 0 0.205323 -0.204676 0.0162898 0 1.06349 -0.137739 1.05453 0
2551 255.1 2.45005 1.02696e-14 0 0 -1.02696e-14 1.04594 0.354663 -0.983976 0 0.271974 -0.27172 -0.0117508 0 0.999175 -0.0829437 0.995726 0
2552 255.2 2.53326 1.02696e-14 0 0 -1.02696e-14 0.960711 0.36299 -0.889496 0 0.336257 -0.334079 -0.038214 0 0.92816 -0.0289116 0.92771 0
2553 255.3 2.61025 1.01308e-14 0 0 -1.01308e-14 0.868266 0.366529 -0.787111 0 0.395205 -0.390137 -0.0630916 0 0.85053 0.0236075 0.850202 0
2554 255.4 2.6851 1.01585e-14 0 0 -1.01585e-14 0.768437 0.364383 -0.67655 0 0.446725 -0.438312 -0.086291 0 0.766415 0.073929 0.762841 0
2555 255.5 2.76449 1.02765e-14 0 0 -1.02765e-14 0.66125 0.355655 -0.557459 0 0.489098 -0.477113 -0.107608 0 0.676066 0.121458 0.665067 0
2556 255.6 2.8539 1.02904e-14 0 0 -1.02904e-14 0.547325 0.339498 -0.429309 0 0.520836 -0.505188 -0.126708 0 0.580179 0.16569 0.556017 0
2557 255.7 2.94489 1.03251e-14 0 0 -1.03251e-14 0.429542 0.315265 -0.291744 0 0.540661 -0.521371 -0.143129 0 0.481242 0.206106 0.434872 0
2558 255.8 3.0428 1.03806e-14 0 0 -1.03806e-14 0.318413 0.282887 -0.146158 0 0.547534 -0.524749 -0.156307 0 0.387276 0.241862 0.302465 0
2559 255.9 3.1957 1.03806e-14 0 0 -1.03806e-14 0.242984 0.242955 0.00380525 0 0.54074 -0.514739 -0.16566 0 0.316329 0.271785 0.161855 0
2560 256 3.32462 1.03251e-14 0 0 -1.03251e-14 0.249501 0.196448 0.153814 0 0.519992 -0.491178 -0.170693 0 0.295213 0.29473 0.0168786 0
