Number_of_bodies:3
Number_of_steps:10000
step timestep(s) energy angular_momentum_magnitude L_x L_y L_z body0_radius body0.x body0.y body0.z body1_radius body1.x body1.y body1.z body2_radius body2.x body2.y body2.z
3768 376.8 0.658859 5.21805e-15 0 0 -5.21805e-15 1.27397 1.23143 -0.326457 0 1.11854 0.421321 1.03616 0 1.79868 -1.65275 -0.709699 0
3769 376.9 0.73116 5.2458e-15 0 0 -5.2458e-15 1.2661 1.2303 -0.298937 0 1.08981 0.427167 1.0026 0 1.80065 -1.65747 -0.703663 0
3770 377 0.818907 5.2458e-15 0 0 -5.2458e-15 1.25482 1.22585 -0.268076 0 1.05784 0.43411 0.964667 0 1.8002 -1.65996 -0.696592 0
3771 377.1 0.922389 5.32907e-15 0 0 -5.32907e-15 1.24005 1.21784 -0.233651 0 1.02274 0.442358 0.922131 0 1.79729 -1.6602 -0.688479 0
3772 377.2 1.04088 5.27356e-15 0 0 -5.27356e-15 1.22169 1.20597 -0.195391 0 0.98467 0.452172 0.874709 0 1.7919 -1.65814 -0.679318 0
3773 377.3 1.17388 5.32907e-15 0 0 -5.32907e-15 1.19965 1.18986 -0.152971 0 0.94392 0.463885 0.822068 0 1.78397 -1.65374 -0.669097 0
3774 377.4 1.32115 5.21805e-15 0 0 -5.21805e-15 1.17384 1.16904 -0.106021 0 0.901017 0.477913 0.763827 0 1.77346 -1.64696 -0.657806 0
3775 377.5 1.4812 5.21805e-15 0 0 -5.21805e-15 1.14425 1.14296 -0.0541799 0 0.856871 0.494743 0.699612 0 1.7603 -1.63771 -0.645432 0
3776 377.6 1.64865 5.21805e-15 0 0 -5.21805e-15 1.11105 1.11105 0.0027809 0 0.812995 0.514869 0.629182 0 1.74442 -1.62592 -0.631963 0
3777 377.7 1.81261 5.32907e-15 0 0 -5.32907e-15 1.07485 1.0729 0.0647158 0 0.771717 0.538609 0.552672 0 1.72572 -1.61151 -0.617388 0
3778 377.8 1.9596 5.21805e-15 0 0 -5.21805e-15 1.03678 1.02849 0.130893 0 0.736124 0.565882 0.470804 0 1.70413 -1.59437 -0.601697 0
3779 377.9 2.07922 5.21805e-15 0 0 -5.21805e-15 0.998481 0.978235 0.200048 0 0.709584 0.596165 0.384832 0 1.67953 -1.5744 -0.58488 0
3780 378 2.16629 5.21805e-15 0 0 -5.21805e-15 0.9617 0.922835 0.270634 0 0.694975 0.628647 0.296299 0 1.65182 -1.55148 -0.566933 0
3781 378.1 2.21906 4.88498e-15 0 0 -4.88498e-15 0.92803 0.863107 0.341007 0 0.693927 0.662383 0.206841 0 1.62088 -1.52549 -0.547848 0
3782 378.2 2.23742 4.88498e-15 0 0 -4.88498e-15 0.898657 0.799933 0.409503 0 0.706314 0.696368 0.118118 0 1.5866 -1.4963 -0.527621 0
3783 378.3 2.22245 4.77396e-15 0 0 -4.77396e-15 0.874188 0.734221 0.474473 0 0.730249 0.729557 0.0317691 0 1.54885 -1.46378 -0.506242 0
3784 378.4 2.17713 4.55191e-15 0 0 -4.55191e-15 0.854548 0.66689 0.534331 0 0.76258 0.760897 -0.0506349 0 1.50749 -1.42779 -0.483697 0
3785 378.5 2.10829 4.44089e-15 0 0 -4.44089e-15 0.839009 0.598826 0.587659 0 0.799616 0.789353 -0.1277 0 1.4624 -1.38818 -0.459959 0
3786 378.6 2.028 4.44089e-15 0 0 -4.44089e-15 0.826421 0.530782 0.633437 0 0.837855 0.814015 -0.198446 0 1.4134 -1.3448 -0.434991 0
3787 378.7 1.95059 4.55191e-15 0 0 -4.55191e-15 0.815591 0.463226 0.671275 0 0.874572 0.834236 -0.262539 0 1.36032 -1.29746 -0.408736 0
3788 378.8 1.88706 4.55191e-15 0 0 -4.55191e-15 0.805557 0.396289 0.701339 0 0.908018 0.849678 -0.320225 0 1.30295 -1.24597 -0.381115 0
3789 378.9 1.84312 4.55191e-15 0 0 -4.55191e-15 0.79564 0.329852 0.724045 0 0.937221 0.86022 -0.372028 0 1.24104 -1.19007 -0.352017 0
3790 379 1.82115 4.66294e-15 0 0 -4.66294e-15 0.785373 0.263659 0.739793 0 0.961665 0.865829 -0.418497 0 1.1743 -1.12949 -0.321296 0
3791 379.1 1.8228 4.55191e-15 0 0 -4.55191e-15 0.774427 0.197385 0.74885 0 0.981064 0.866486 -0.460097 0 1.10236 -1.06387 -0.288753 0
3792 379.2 1.85037 4.55191e-15 0 0 -4.55191e-15 0.762578 0.130661 0.751301 0 0.995228 0.862143 -0.497179 0 1.02481 -0.992804 -0.254123 0
3793 379.3 1.9073 4.66294e-15 0 0 -4.66294e-15 0.749681 0.063082 0.747022 0 1.00399 0.852708 -0.52998 0 0.941158 -0.91579 -0.217042 0
3794 379.4 1.99764 4.55191e-15 0 0 -4.55191e-15 0.735679 -0.00578096 0.735656 0 1.00715 0.838027 -0.55863 0 0.850865 -0.832246 -0.177026 0
3795 379.5 2.12376 4.77396e-15 0 0 -4.77396e-15 0.720649 -0.0763386 0.716594 0 1.00449 0.81788 -0.58315 0 0.753453 -0.741542 -0.133444 0
3796 379.6 2.28149 4.77396e-15 0 0 -4.77396e-15 0.704923 -0.14883 0.689033 0 0.995671 0.791975 -0.603437 0 0.648816 -0.643145 -0.0855958 0
3797 379.7 2.45595 4.77396e-15 0 0 -4.77396e-15 0.689342 -0.222989 0.652279 0 0.980297 0.759943 -0.619249 0 0.537969 -0.536954 -0.033031 0
3798 379.8 2.62602 4.77396e-15 0 0 -4.77396e-15 0.675412 -0.297733 0.606248 0 0.957842 0.721359 -0.630161 0 0.4243 -0.423626 0.0239123 0
3799 379.9 2.77463 4.66294e-15 0 0 -4.66294e-15 0.664926 -0.371301 0.551599 0 0.927685 0.67579 -0.635537 0 0.315847 -0.304489 0.083938 0
3800 380 2.89172 4.77396e-15 0 0 -4.77396e-15 0.659211 -0.441645 0.489397 0 0.889162 0.622897 -0.634514 0 0.232188 -0.181252 0.145118 0
3801 380.1 2.97106 4.77396e-15 0 0 -4.77396e-15 0.658613 -0.506622 0.420838 0 0.841676 0.56257 -0.626046 0 0.212698 -0.0559473 0.205208 0
3802 380.2 3.00996 4.66294e-15 0 0 -4.66294e-15 0.662333 -0.56407 0.347145 0 0.784848 0.49505 -0.609026 0 0.270823 0.0690202 0.261881 0
3803 380.3 3.01356 4.55191e-15 0 0 -4.55191e-15 0.668666 -0.611944 0.269515 0 0.718638 0.420934 -0.582456 0 0.36663 0.19101 0.312942 0
3804 380.4 2.99782 4.55191e-15 0 0 -4.55191e-15 0.675692 -0.648722 0.188994 0 0.643407 0.341042 -0.545585 0 0.470983 0.307681 0.356591 0
3805 380.5 2.98158 4.44089e-15 0 0 -4.44089e-15 0.682109 -0.673783 0.106248 0 0.560034 0.256218 -0.497986 0 0.572555 0.417565 0.391738 0
3806 380.6 2.97365 4.32987e-15 0 0 -4.32987e-15 0.687446 -0.687108 0.0215624 0 0.470378 0.167194 -0.439661 0 0.667171 0.519914 0.418099 0
3807 380.7 2.96863 4.32987e-15 0 0 -4.32987e-15 0.69188 -0.68884 -0.0647881 0 0.378654 0.0746242 -0.371228 0 0.75324 0.614216 0.436016 0
3808 380.8 2.95193 4.38538e-15 0 0 -4.38538e-15 0.69622 -0.679406 -0.152088 0 0.294886 -0.0206358 -0.294163 0 0.83018 0.700041 0.446252 0
3809 380.9 2.90969 4.44089e-15 0 0 -4.44089e-15 0.701753 -0.659779 -0.239058 0 0.241236 -0.117355 -0.210767 0 0.897931 0.777134 0.449825 0
3810 381 2.83549 4.32987e-15 0 0 -4.32987e-15 0.709676 -0.631349 -0.324096 0 0.247358 -0.214168 -0.123765 0 0.956807 0.845518 0.447861 0
3811 381.1 2.72902 4.44089e-15 0 0 -4.44089e-15 0.72058 -0.595649 -0.40551 0 0.31194 -0.309865 -0.0359145 0 1.00738 0.905514 0.441424 0
3812 381.2 2.59262 4.44089e-15 0 0 -4.44089e-15 0.734255 -0.554228 -0.481624 0 0.406539 -0.403426 0.0502148 0 1.05034 0.957654 0.431409 0
3813 381.3 2.43085 4.55191e-15 0 0 -4.55191e-15 0.749763 -0.50862 -0.550863 0 0.51136 -0.49393 0.132373 0 1.08639 1.00255 0.41849 0
3814 381.4 2.25296 4.44089e-15 0 0 -4.44089e-15 0.765734 -0.460299 -0.611942 0 0.616912 -0.580502 0.2088 0 1.11615 1.0408 0.403142 0
3815 381.5 2.07389 4.55191e-15 0 0 -4.55191e-15 0.780842 -0.410534 -0.664211 0 0.718579 -0.662401 0.278534 0 1.14015 1.07293 0.385677 0
3816 381.6 1.90909 4.66294e-15 0 0 -4.66294e-15 0.794215 -0.360176 -0.707849 0 0.814308 -0.739211 0.341562 0 1.1588 1.09939 0.366287 0
3817 381.7 1.76811 4.60743e-15 0 0 -4.60743e-15 0.80546 -0.309615 -0.743575 0 0.903515 -0.810887 0.398499 0 1.17243 1.1205 0.345077 0
3818 381.8 1.65415 4.66294e-15 0 0 -4.66294e-15 0.814474 -0.258922 -0.772222 0 0.986318 -0.877614 0.450129 0 1.1813 1.13654 0.322093 0
3819 381.9 1.56694 4.55191e-15 0 0 -4.55191e-15 0.821284 -0.208009 -0.794506 0 1.06309 -0.939667 0.497175 0 1.18557 1.14768 0.297332 0
3820 382 1.50477 4.60743e-15 0 0 -4.60743e-15 0.825983 -0.15671 -0.810981 0 1.13425 -0.997329 0.540229 0 1.18537 1.15404 0.270752 0
3821 382.1 1.46534 4.66294e-15 0 0 -4.66294e-15 0.828698 -0.104818 -0.822042 0 1.20019 -1.05087 0.579766 0 1.18081 1.15569 0.242276 0
3822 382.2 1.44639 4.55191e-15 0 0 -4.55191e-15 0.829589 -0.0521019 -0.827951 0 1.26126 -1.10051 0.616162 0 1.17191 1.15262 0.211789 0
3823 382.3 1.44606 4.4964e-15 0 0 -4.4964e-15 0.828856 0.00169912 -0.828854 0 1.31778 -1.14647 0.64972 0 1.1587 1.14477 0.179134 0
3824 382.4 1.46319 4.66294e-15 0 0 -4.66294e-15 0.826747 0.0568776 -0.824788 0 1.36998 -1.18891 0.680684 0 1.14117 1.13204 0.144104 0
3825 382.5 1.49744 4.77396e-15 0 0 -4.77396e-15 0.823583 0.113769 -0.815688 0 1.4181 -1.22799 0.709251 0 1.11929 1.11422 0.106436 0
3826 382.6 1.54914 4.77396e-15 0 0 -4.77396e-15 0.819788 0.172762 -0.801377 0 1.46231 -1.26382 0.735587 0 1.09304 1.09106 0.0657902 0
3827 382.7 1.61889 4.77396e-15 0 0 -4.77396e-15 0.815936 0.234304 -0.781571 0 1.50277 -1.29652 0.759827 0 1.06244 1.06222 0.0217444 0
3828 382.8 1.70621 4.88498e-15 0 0 -4.88498e-15 0.812828 0.298879 -0.755884 0 1.53961 -1.32618 0.782082 0 1.02763 1.0273 -0.0261982 0
3829 382.9 1.80668 4.88498e-15 0 0 -4.88498e-15 0.811588 0.366918 -0.72391 0 1.57295 -1.35286 0.802446 0 0.989067 0.985944 -0.0785354 0
3830 383 1.90904 4.88498e-15 0 0 -4.88498e-15 0.813743 0.438583 -0.685437 0 1.60287 -1.37664 0.820996 0 0.947804 0.93806 -0.135559 0
3831 383.1 1.99732 4.996e-15 0 0 -4.996e-15 0.821101 0.51349 -0.640731 0 1.62945 -1.39757 0.837793 0 0.90578 0.884083 -0.197063 0
3832 383.2 2.05817 4.88498e-15 0 0 -4.88498e-15 0.83531 0.590685 -0.590623 0 1.65277 -1.4157 0.852889 0 0.865703 0.82502 -0.262266 0
3833 383.3 2.08473 4.88498e-15 0 0 -4.88498e-15 0.857331 0.668892 -0.536285 0 1.67288 -1.43108 0.86632 0 0.830579 0.762193 -0.330036 0
3834 383.4 2.07446 4.77396e-15 0 0 -4.77396e-15 0.887165 0.74673 -0.479015 0 1.68983 -1.44376 0.878117 0 0.803201 0.697029 -0.399102 0
3835 383.5 2.02666 4.66294e-15 0 0 -4.66294e-15 0.923861 0.822793 -0.420154 0 1.70368 -1.45378 0.8883 0 0.785684 0.630983 -0.468145 0
3836 383.6 1.94177 4.55191e-15 0 0 -4.55191e-15 0.965716 0.895683 -0.361052 0 1.71449 -1.46119 0.896881 0 0.779041 0.565502 -0.535829 0
3837 383.7 1.822 4.55191e-15 0 0 -4.55191e-15 1.01055 0.964041 -0.303036 0 1.72228 -1.46604 0.903868 0 0.782943 0.501997 -0.600832 0
3838 383.8 1.67452 4.44089e-15 0 0 -4.44089e-15 1.056 1.02663 -0.247355 0 1.72711 -1.46838 0.909264 0 0.795785 0.441758 -0.661909 0
3839 383.9 1.5177 4.55191e-15 0 0 -4.55191e-15 1.09995 1.08253 -0.195007 0 1.72902 -1.46827 0.913068 0 0.815115 0.385747 -0.718061 0
3840 384 1.37879 4.44089e-15 0 0 -4.44089e-15 1.14087 1.13143 -0.146509 0 1.72805 -1.46575 0.915277 0 0.838316 0.334319 -0.768769 0
3841 384.1 1.26256 4.32987e-15 0 0 -4.32987e-15 1.17803 1.17361 -0.101855 0 1.72422 -1.46085 0.915884 0 0.863219 0.287234 -0.814029 0
3842 384.2 1.16392 4.32987e-15 0 0 -4.32987e-15 1.21117 1.20965 -0.060756 0 1.71755 -1.45361 0.914879 0 0.888281 0.243961 -0.854123 0
3843 384.3 1.08027 4.21885e-15 0 0 -4.21885e-15 1.24032 1.24011 -0.0228468 0 1.70807 -1.44405 0.91225 0 0.912486 0.203942 -0.889403 0
3844 384.4 1.00942 4.27436e-15 0 0 -4.27436e-15 1.26557 1.26551 0.0122111 0 1.69577 -1.4322 0.907979 0 0.935166 0.166689 -0.92019 0
3845 384.5 0.949598 4.32987e-15 0 0 -4.32987e-15 1.28703 1.28626 0.0447038 0 1.68065 -1.41806 0.902045 0 0.95588 0.131805 -0.946749 0
3846 384.6 0.899607 4.38538e-15 0 0 -4.38538e-15 1.30482 1.30267 0.0748651 0 1.6627 -1.40164 0.894423 0 0.974328 0.0989718 -0.969288 0
3847 384.7 0.858854 4.38538e-15 0 0 -4.38538e-15 1.31901 1.31499 0.102884 0 1.6419 -1.38293 0.885081 0 0.990298 0.067934 -0.987965 0
3848 384.8 0.827355 4.38538e-15 0 0 -4.38538e-15 1.32969 1.32342 0.128913 0 1.61822 -1.36191 0.873982 0 1.00363 0.0384863 -1.0029 0
3849 384.9 0.805726 4.32987e-15 0 0 -4.32987e-15 1.3369 1.3281 0.153075 0 1.59161 -1.33856 0.861082 0 1.01421 0.0104614 -1.01416 0
3850 385 0.795142 4.32987e-15 0 0 -4.32987e-15 1.34067 1.32914 0.175468 0 1.56201 -1.31286 0.846329 0 1.02193 -0.0162781 -1.0218 0
3851 385.1 0.797175 4.38538e-15 0 0 -4.38538e-15 1.34103 1.3266 0.196173 0 1.52936 -1.28476 0.829663 0 1.02669 -0.0418462 -1.02584 0
3852 385.2 0.813443 4.32987e-15 0 0 -4.32987e-15 1.33796 1.32054 0.21525 0 1.49357 -1.2542 0.811011 0 1.0284 -0.0663382 -1.02626 0
3853 385.3 0.845123 4.30211e-15 0 0 -4.30211e-15 1.33145 1.31095 0.232747 0 1.45454 -1.22112 0.79029 0 1.02697 -0.0898343 -1.02304 0
3854 385.4 0.892597 4.41314e-15 0 0 -4.41314e-15 1.32145 1.29783 0.248698 0 1.41215 -1.18543 0.767403 0 1.0223 -0.112403 -1.0161 0
3855 385.5 0.955471 4.38538e-15 0 0 -4.38538e-15 1.30789 1.28115 0.263126 0 1.36624 -1.14705 0.742232 0 1.01426 -0.134101 -1.00536 0
3856 385.6 1.03292 4.38538e-15 0 0 -4.38538e-15 1.29069 1.26082 0.27604 0 1.31666 -1.10584 0.714641 0 1.00273 -0.15498 -0.990682 0
3857 385.7 1.12416 4.35763e-15 0 0 -4.35763e-15 1.26972 1.23676 0.28744 0 1.26319 -1.06168 0.684466 0 0.98755 -0.175081 -0.971906 0
3858 385.8 1.22875 4.38538e-15 0 0 -4.38538e-15 1.24486 1.20883 0.297313 0 1.20559 -1.01439 0.651509 0 0.96854 -0.194442 -0.948821 0
3859 385.9 1.34691 4.38538e-15 0 0 -4.38538e-15 1.2159 1.17686 0.30563 0 1.14356 -0.963767 0.61553 0 0.945486 -0.213093 -0.92116 0
3860 386 1.47958 4.38538e-15 0 0 -4.38538e-15 1.18262 1.14063 0.31235 0 1.07674 -0.909569 0.576234 0 0.918134 -0.231061 -0.888584 0
3861 386.1 1.62857 4.4964e-15 0 0 -4.4964e-15 1.14475 1.09986 0.317411 0 1.00469 -0.851495 0.533253 0 0.88618 -0.248365 -0.850665 0
3862 386.2 1.79668 4.41314e-15 0 0 -4.41314e-15 1.1019 1.05419 0.320729 0 0.926891 -0.789181 0.486128 0 0.849264 -0.265013 -0.806856 0
3863 386.3 1.98768 4.41314e-15 0 0 -4.41314e-15 1.05365 1.00318 0.322185 0 0.842702 -0.722184 0.434276 0 0.806964 -0.280993 -0.756462 0
3864 386.4 2.20571 4.32987e-15 0 0 -4.32987e-15 0.999385 0.94622 0.321618 0 0.751389 -0.649974 0.376987 0 0.758821 -0.296246 -0.698604 0
3865 386.5 2.45296 4.38538e-15 0 0 -4.38538e-15 0.938363 0.88255 0.318795 0 0.652218 -0.571952 0.313463 0 0.70443 -0.310598 -0.632258 0
3866 386.6 2.72515 4.35763e-15 0 0 -4.35763e-15 0.869582 0.811152 0.313378 0 0.544774 -0.487534 0.243081 0 0.64372 -0.323617 -0.556459 0
3867 386.7 3.00957 4.32987e-15 0 0 -4.32987e-15 0.79175 0.730706 0.304855 0 0.429652 -0.396303 0.165966 0 0.577493 -0.334404 -0.470821 0
3868 386.8 3.28966 4.2466e-15 0 0 -4.2466e-15 0.703321 0.639639 0.292442 0 0.309582 -0.298117 0.0834733 0 0.507887 -0.341522 -0.375915 0
3869 386.9 3.54643 4.44089e-15 0 0 -4.44089e-15 0.60291 0.536521 0.275036 0 0.193357 -0.193346 -0.00202746 0 0.438524 -0.343175 -0.273009 0
3870 387 3.75566 4.32987e-15 0 0 -4.32987e-15 0.490328 0.420935 0.251467 0 0.121106 -0.0834825 -0.087735 0 0.375076 -0.337452 -0.163732 0
3871 387.1 3.89064 4.27436e-15 0 0 -4.27436e-15 0.367907 0.294058 0.2211 0 0.173297 0.0287634 -0.170893 0 0.326702 -0.322821 -0.0502076 0
3872 387.2 3.93012 4.27436e-15 0 0 -4.27436e-15 0.243131 0.158643 0.184242 0 0.28568 0.140136 -0.248947 0 0.305706 -0.29878 0.0647054 0
3873 387.3 3.86662 4.27436e-15 0 0 -4.27436e-15 0.143078 0.018496 0.141877 0 0.404129 0.247357 -0.319586 0 0.319779 -0.265853 0.177709 0
3874 387.4 3.70877 4.21885e-15 0 0 -4.21885e-15 0.154987 -0.122227 0.0952982 0 0.51565 0.34749 -0.38098 0 0.36381 -0.225263 0.285682 0
3875 387.5 3.47766 4.32987e-15 0 0 -4.32987e-15 0.263536 -0.25948 0.0460604 0 0.615679 0.438384 -0.432297 0 0.425659 -0.178904 0.386236 0
3876 387.6 3.20047 4.30211e-15 0 0 -4.30211e-15 0.389978 -0.389959 -0.00387038 0 0.702927 0.51911 -0.473953 0 0.49497 -0.129151 0.477824 0
3877 387.7 2.90327 4.21885e-15 0 0 -4.21885e-15 0.514324 -0.511663 -0.0522547 0 0.7781 0.590083 -0.507189 0 0.564914 -0.0784206 0.559444 0
3878 387.8 2.61011 4.13558e-15 0 0 -4.13558e-15 0.631317 -0.623772 -0.0973147 0 0.842701 0.652459 -0.533332 0 0.631299 -0.0286866 0.630647 0
3879 387.9 2.34155 4.13558e-15 0 0 -4.13558e-15 0.739557 -0.726488 -0.138423 0 0.898203 0.707445 -0.553434 0 0.692119 0.0190425 0.691857 0
3880 388 2.10723 4.21885e-15 0 0 -4.21885e-15 0.839353 -0.82072 -0.175875 0 0.945792 0.756046 -0.568258 0 0.746939 0.0646741 0.744134 0
3881 388.1 1.90614 4.13558e-15 0 0 -4.13558e-15 0.931572 -0.907539 -0.210235 0 0.986384 0.799042 -0.578347 0 0.796011 0.108497 0.788582 0
3882 388.2 1.73365 4.16334e-15 0 0 -4.16334e-15 1.0171 -0.987886 -0.24201 0 1.02068 0.837034 -0.58409 0 0.839761 0.150852 0.8261 0
3883 388.3 1.5857 4.19109e-15 0 0 -4.19109e-15 1.09669 -1.06252 -0.2716 0 1.04922 0.870486 -0.585766 0 0.878608 0.192035 0.857365 0
3884 388.4 1.45975 4.10783e-15 0 0 -4.10783e-15 1.17095 -1.13205 -0.299304 0 1.07244 0.899764 -0.583571 0 0.912922 0.232288 0.882876 0
3885 388.5 1.35482 4.19109e-15 0 0 -4.19109e-15 1.24039 -1.19696 -0.325355 0 1.09068 0.925152 -0.57764 0 0.943016 0.271806 0.902995 0
3886 388.6 1.27101 4.10783e-15 0 0 -4.10783e-15 1.30541 -1.25763 -0.349931 0 1.1042 0.946876 -0.568052 0 0.969154 0.310754 0.917983 0
3887 388.7 1.2088 4.10783e-15 0 0 -4.10783e-15 1.36633 -1.31438 -0.373172 0 1.11324 0.965116 -0.55484 0 0.991562 0.349269 0.928012 0
3888 388.8 1.16808 4.13558e-15 0 0 -4.13558e-15 1.42344 -1.36748 -0.395191 0 1.11797 0.98001 -0.537995 0 1.01043 0.387474 0.933186 0
3889 388.9 1.14769 4.16334e-15 0 0 -4.16334e-15 1.47696 -1.41715 -0.416079 0 1.11856 0.991665 -0.517464 0 1.02593 0.425481 0.933543 0
3890 389 1.14577 4.2466e-15 0 0 -4.2466e-15 1.52709 -1.46355 -0.43591 0 1.11513 1.00016 -0.493148 0 1.03821 0.463395 0.929059 0
3891 389.1 1.16049 4.2466e-15 0 0 -4.2466e-15 1.57398 -1.50685 -0.454747 0 1.10781 1.00553 -0.4649 0 1.04741 0.50132 0.919647 0
3892 389.2 1.19057 4.19109e-15 0 0 -4.19109e-15 1.61777 -1.54719 -0.472638 0 1.09672 1.00783 -0.432516 0 1.05367 0.539359 0.905153 0
3893 389.3 1.23536 4.30211e-15 0 0 -4.30211e-15 1.65858 -1.58466 -0.489625 0 1.082 1.00704 -0.395722 0 1.05711 0.577619 0.885347 0
3894 389.4 1.29484 4.2466e-15 0 0 -4.2466e-15 1.6965 -1.61937 -0.505743 0 1.06384 1.00316 -0.354169 0 1.0579 0.616209 0.859912 0
3895 389.5 1.36939 4.19109e-15 0 0 -4.19109e-15 1.73163 -1.65139 -0.521019 0 1.0425 0.996144 -0.307416 0 1.05624 0.655241 0.828435 0
3896 389.6 1.45911 4.16334e-15 0 0 -4.16334e-15 1.76402 -1.68079 -0.535475 0 1.01839 0.985968 -0.254936 0 1.05239 0.694819 0.790411 0
3897 389.7 1.56232 4.10783e-15 0 0 -4.10783e-15 1.79375 -1.70763 -0.549128 0 0.992199 0.972616 -0.196158 0 1.04676 0.735014 0.745287 0
3898 389.8 1.67308 4.10783e-15 0 0 -4.10783e-15 1.82086 -1.73196 -0.561991 0 0.965036 0.956156 -0.130615 0 1.03999 0.775806 0.692606 0
3899 389.9 1.77997 4.09395e-15 0 0 -4.09395e-15 1.84539 -1.75383 -0.574072 0 0.938626 0.936819 -0.0582219 0 1.0331 0.817009 0.632294 0
3900 390 1.86934 4.06619e-15 0 0 -4.06619e-15 1.86739 -1.77327 -0.585376 0 0.91527 0.915041 0.0204499 0 1.02747 0.858224 0.564926 0
3901 390.1 1.93091 3.9968e-15 0 0 -3.9968e-15 1.88688 -1.79031 -0.595905 0 0.89749 0.89142 0.104206 0 1.02458 0.898889 0.4917 0
3902 390.2 1.95957 3.9968e-15 0 0 -3.9968e-15 1.9039 -1.80499 -0.605661 0 0.887522 0.866616 0.191501 0 1.02571 0.938379 0.41416 0
3903 390.3 1.95337 4.10783e-15 0 0 -4.10783e-15 1.91848 -1.81736 -0.614643 0 0.886875 0.841297 0.280656 0 1.03162 0.976058 0.333987 0
3904 390.4 1.91188 4.14946e-15 0 0 -4.14946e-15 1.93065 -1.82743 -0.622851 0 0.896053 0.816123 0.369938 0 1.04245 1.0113 0.252912 0
3905 390.5 1.8357 4.35763e-15 0 0 -4.35763e-15 1.94046 -1.83524 -0.630284 0 0.914462 0.791728 0.45761 0 1.0577 1.04351 0.172674 0
3906 390.6 1.72701 4.31599e-15 0 0 -4.31599e-15 1.94792 -1.84084 -0.636944 0 0.940549 0.768705 0.541965 0 1.07633 1.07213 0.0949795 0
3907 390.7 1.59159 4.26048e-15 0 0 -4.26048e-15 1.95307 -1.84425 -0.642833 0 0.972111 0.747569 0.621402 0 1.09689 1.09668 0.0214307 0
3908 390.8 1.44159 4.32987e-15 0 0 -4.32987e-15 1.95595 -1.84551 -0.647952 0 1.0067 0.728664 0.694622 0 1.11782 1.11684 -0.0466704 0
3909 390.9 1.29425 4.35763e-15 0 0 -4.35763e-15 1.95658 -1.84464 -0.652306 0 1.04211 0.712057 0.760899 0 1.13778 1.13259 -0.108593 0
3910 391 1.16234 4.48253e-15 0 0 -4.48253e-15 1.95499 -1.84168 -0.655897 0 1.07667 0.697549 0.820149 0 1.15586 1.14413 -0.164252 0
3911 391.1 1.0481 4.44089e-15 0 0 -4.44089e-15 1.9512 -1.83664 -0.658729 0 1.10932 0.684812 0.872707 0 1.17154 1.15183 -0.213978 0
3912 391.2 0.949283 4.53804e-15 0 0 -4.53804e-15 1.94522 -1.82954 -0.660804 0 1.13941 0.67351 0.919048 0 1.18452 1.15603 -0.258245 0
3913 391.3 0.863474 4.60743e-15 0 0 -4.60743e-15 1.93705 -1.82038 -0.662122 0 1.16659 0.66335 0.959639 0 1.19467 1.15703 -0.297517 0
3914 391.4 0.788802 4.4964e-15 0 0 -4.4964e-15 1.92671 -1.80916 -0.662685 0 1.19064 0.654096 0.994881 0 1.20189 1.15507 -0.332196 0
3915 391.5 0.724051 4.53804e-15 0 0 -4.53804e-15 1.91419 -1.79589 -0.662491 0 1.21144 0.645558 1.0251 0 1.20613 1.15034 -0.362611 0
3916 391.6 0.66866 4.57967e-15 0 0 -4.57967e-15 1.89948 -1.78056 -0.661536 0 1.2289 0.637584 1.05056 0 1.20736 1.14297 -0.389026 0
3917 391.7 0.622704 4.4964e-15 0 0 -4.4964e-15 1.88255 -1.76314 -0.659816 0 1.24298 0.630051 1.07146 0 1.20554 1.13309 -0.411646 0
3918 391.8 0.58687 4.4964e-15 0 0 -4.4964e-15 1.8634 -1.74361 -0.657323 0 1.25363 0.622857 1.08795 0 1.20064 1.12075 -0.430631 0
3919 391.9 0.5625 4.4964e-15 0 0 -4.4964e-15 1.84198 -1.72195 -0.65405 0 1.26083 0.615918 1.10015 0 1.19261 1.10603 -0.446098 0
3920 392 0.552234 4.45477e-15 0 0 -4.45477e-15 1.81826 -1.69811 -0.649983 0 1.26451 0.609162 1.10811 0 1.1814 1.08895 -0.458129 0
3921 392.1 0.562572 4.44089e-15 0 0 -4.44089e-15 1.79219 -1.67205 -0.645108 0 1.26464 0.602525 1.11188 0 1.16695 1.06953 -0.466773 0
3922 392.2 0.603967 4.42701e-15 0 0 -4.42701e-15 1.7637 -1.64372 -0.639408 0 1.26115 0.595952 1.11146 0 1.14919 1.04777 -0.47205 0
3923 392.3 0.674159 4.39926e-15 0 0 -4.39926e-15 1.73274 -1.61304 -0.632862 0 1.25396 0.589393 1.10681 0 1.12804 1.02364 -0.473952 0
3924 392.4 0.761222 4.41314e-15 0 0 -4.41314e-15 1.69922 -1.57993 -0.625443 0 1.24298 0.5828 1.09788 0 1.10339 0.997132 -0.472441 0
3925 392.5 0.858866 4.38538e-15 0 0 -4.38538e-15 1.66305 -1.54431 -0.617122 0 1.22809 0.576128 1.08457 0 1.07512 0.968183 -0.467448 0
3926 392.6 0.965008 4.46865e-15 0 0 -4.46865e-15 1.62411 -1.50606 -0.607861 0 1.20916 0.56933 1.06674 0 1.04309 0.936733 -0.458874 0
